trdar_cd,trdar_cd_nm,signgu_cd,signgu_cd_nm
3111017,송파나루역 3번,11710,송파구
3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),11710,송파구
3111025,경찰병원역 3번,11710,송파구
3111027,문정초등학교,11710,송파구
3111078,굽은다리역 4번,11740,강동구
3111084,길동신동아아파트,11740,강동구
3111085,묘곡초등학교(고덕아이파크아파트),11740,강동구
3111086,한영중고,11740,강동구
3111087,고덕중학교(고덕2동주민센터),11740,강동구
3111088,고덕동성당,11740,강동구
3111079,둔촌고등학교(둔촌중학교),11740,강동구
3111080,굽은다리역 3번,11740,강동구
3111081,둔촌푸르지오아파트,11740,강동구
3111082,중앙보훈병원,11740,강동구
3111083,GS강동자이아파트,11740,강동구
3111077,길동주민센터(강동도서관),11740,강동구
3111050,강동구청(강동구청역 2번),11740,강동구
3111051,천호역 6번,11740,강동구
3111052,암사역 3번(천호동자전거거리),11740,강동구
3111053,성내천어린이공원(하니사랑길),11740,강동구
3111054,암사역 4번(삼성광나루아파트),11740,강동구
3111055,선사초등학교,11740,강동구
3111056,천호태영아파트,11740,강동구
3111057,천호공원(해공체육문화센터),11740,강동구
3111059,강동역 4번(강풀만화거리),11740,강동구
3111058,성내중학교,11740,강동구
3111060,암사역 2번(서울강동초등학교),11740,강동구
3111048,천호역 1번(천호문구완구거리),11740,강동구
3111049,천호지구대(천호동자전거거리),11740,강동구
3111089,상일여고(상일초등학교),11740,강동구
3111090,강일동주민센터,11740,강동구
3111061,암사역 1번,11740,강동구
3111062,둔촌동역 3번(성내3동주민센터),11740,강동구
3111063,강동구립 천호도서관,11740,강동구
3111064,둔촌동역 4번,11740,강동구
3111065,천일초등학교,11740,강동구
3111066,암사동성당(효정하나플러스아파트),11740,강동구
3111067,강동구립성내도서관,11740,강동구
3111068,강동성심병원,11740,강동구
3111069,천호1동주민센터,11740,강동구
3111070,천호초등학교,11740,강동구
3111071,천동초등학교,11740,강동구
3111072,굽은다리역 1번(십자성마을),11740,강동구
3111073,둔촌동역 1번(한산중학교),11740,강동구
3111074,명일역 1번,11740,강동구
3111075,굽은다리역 2번,11740,강동구
3111076,둔촌2동주민센터,11740,강동구
3120242,강동구청역,11740,강동구
3120246,길동역,11740,강동구
3120247,굽은다리역,11740,강동구
3120248,명일역,11740,강동구
3120249,고덕역,11740,강동구
3120243,천호역,11740,강동구
3120244,암사역,11740,강동구
3120245,둔촌역,11740,강동구
3130318,로데오거리상점가,11740,강동구
3130319,성내전통시장,11740,강동구
3130320,암사종합시장,11740,강동구
3130321,장신구 특화거리 상점가,11740,강동구
3130322,고분다리전통시장,11740,강동구
3130323,둔촌역전통시장,11740,강동구
3130324,길동복조리시장,11740,강동구
3130325,명일전통시장,11740,강동구
3130326,고덕 골목형상점가,11740,강동구
